保持,87.28493062512526,pos,2,v
风险,70.15627986116269,pos,2,n
货币政策,66.28476448498692,pos,4,n
发展,64.40272795986516,pos,2,vn
不要,63.71800916752808,pos,2,df
理念,61.2024367757337,pos,2,n
整体,59.415315156715586,pos,2,n
下,59.321140440512984,pos,1,f
引导,58.5817208758171,pos,2,v
投资,57.71720491331895,pos,2,vn
加强,57.06796933726769,pos,2,v
自己,53.2550377249969,pos,2,r
提升,52.80686380719989,pos,2,v
和,52.123344726636766,pos,1,c
稳步,51.58193211655792,pos,2,d
重要,51.095865548255034,pos,2,a
生活,51.00656591040761,pos,2,vn
杠杆,49.84375798767675,pos,2,n
所,49.74232898764617,pos,1,c
成长,49.71836088803788,pos,2,v
货币,49.43296149943369,pos,2,n
树立,48.82953038718043,pos,2,v
避免,48.21132191893369,pos,2,v
提高,47.69005146422064,pos,2,v
中,46.39719269992955,pos,1,f
控制,46.17454857867381,pos,2,v
确保,45.07181460054886,pos,2,v
让,44.943315848809206,pos,1,v
中国,44.89733466993125,pos,2,ns
有,43.99534524771603,pos,1,v
同时,43.462946705611216,pos,2,c
态势,43.445753026523874,pos,2,n
变得,43.379938272824404,pos,2,v
经营,42.90499985695881,pos,2,vn
服务,42.5285131761453,pos,2,vn
供给,42.48050088898478,pos,2,vn
有效,42.17149464383094,pos,2,a
做好,41.79417360445815,pos,2,v
产品,41.582843408229124,pos,2,n
持续,41.49153204643494,pos,2,vd
才能,40.59985971592194,pos,2,v
保障,40.56961344839124,pos,2,v
监管,40.45913912341231,pos,2,vn
温和,40.18657174033069,pos,2,a
来,39.90154391336232,pos,1,v
金融,39.864518206721314,pos,2,n
空调,39.80507744251067,pos,2,n
发力,39.561696330777565,pos,2,n
侧,39.43246562341803,pos,1,v
而,39.42216250402212,pos,1,c
引领,39.40898851603257,pos,2,v
传统,39.3305611064199,pos,2,n
工作,39.21901704712856,pos,2,vn
模式,39.09550820056969,pos,2,n
时刻,38.87010444727194,pos,2,n
社会,38.818476313891544,pos,2,n
都,38.75124747829326,pos,1,d
业绩,38.73921803353327,pos,2,n
稳定,38.66853671703833,pos,2,a
别人,38.54419520571458,pos,2,r
它,38.197385240759246,pos,1,r
改革,38.047470533796066,pos,2,vn
基本,37.99307298174401,pos,2,n
同责,37.85837366621722,pos,2,p
增长,37.84352585861889,pos,2,v
但是,37.66026990576275,pos,2,c
加快,37.56078097421275,pos,2,v
最好,37.53875451671803,pos,2,a
低,37.44533538818605,pos,1,a
客户,37.29677567095842,pos,2,n
治理,36.984347781307974,pos,2,v
推进,36.954306838982745,pos,2,v
肌肤,36.53440947560486,pos,2,n
更多,36.471921865529204,pos,2,d
绿色,36.37007087255988,pos,2,n
大幅,36.31311879762872,pos,2,d
使用,36.016362154322366,pos,2,v
法,36.002504693574004,pos,1,j
积极,35.99914002994568,pos,2,ad
珍惜,35.91093609009158,pos,2,a
有望,35.884331938994514,pos,2,v
稳健,35.71223794881475,pos,2,a
治,35.53719815893227,pos,1,v
为主,35.50837490464137,pos,2,v
这种,35.50233133157734,pos,2,r
系统,35.11826406533673,pos,2,n
GDP,35.064827848487646,pos,3,eng
能,35.01979132623009,pos,1,v
发生,35.004737995860545,pos,2,v
条件,34.893874339400035,pos,2,n
作为,34.83621007080971,pos,2,v
但,34.83462302635668,pos,1,c
高压,34.653830055612445,pos,2,n
每次,34.640776217681946,pos,2,r
保洁,34.61189176949478,pos,2,a
生态,34.53727777140489,pos,2,n
不,34.503225714878255,pos,1,d
只求,34.230320919091085,pos,2,v
以及,34.207796048035554,pos,2,c
方法,33.986252635860055,pos,2,n
因为,33.94433609164085,pos,2,c
预计,33.87751081418412,pos,2,vn
一样,33.78676548823299,pos,2,r
安全,33.74831524543912,pos,2,an
需求,33.71798843375477,pos,2,v
重回,33.58081816617522,pos,2,v
提供,33.54426727048135,pos,2,v
认真,33.49450390156046,pos,2,ad
如此,33.34689820049138,pos,2,c
慌张,33.28677185290372,pos,2,a
拿货,33.279648631454656,pos,2,n
创新,33.1932114961863,pos,2,v
实现,33.127544693735885,pos,2,v
公司,33.000543958067254,pos,2,n
教育,32.99107597276968,pos,2,vn
财力,32.717324056345745,pos,2,n
更加,32.70540096465305,pos,2,d
按期,32.65367405632014,pos,2,d
治疗,32.647021787605,pos,2,v
环境保护,32.646972027639904,pos,4,n
坚定,32.601780453527496,pos,2,a
政府,32.58477122049504,pos,2,n
选择,32.57687590304151,pos,2,v
全面,32.434248082677804,pos,2,n
不是,32.169484603248094,pos,2,c
一岗双责,32.16848299448725,pos,4,l
身上,32.01154521237765,pos,2,s
污染,31.999841837500465,pos,2,vn
扩散,31.77370942120747,pos,2,v
良好,31.76981291700502,pos,2,a
企业家,31.67963916408628,pos,3,n
最新,31.63040580102745,pos,2,d
可,31.60696793390614,pos,1,v
投资者,31.53813697422251,pos,3,n
进入,31.429065976850204,pos,2,v
要求,31.22163354699011,pos,2,v
其,31.12613513367097,pos,1,r
只,31.089698744953044,pos,1,d
处理,30.946971848993982,pos,2,v
方式,30.90201147570427,pos,2,n
稳定性,30.561879072480394,pos,3,n
也,30.552550518190152,pos,1,d
房地产,30.520260676346098,pos,3,j
企业,30.508336889216324,pos,2,n
符合,30.461790417080366,pos,2,v
可取,30.41089316473291,pos,2,v
自身,30.348930430352063,pos,2,r
孩子,30.290306282191395,pos,2,n
公园,30.25793754079125,pos,2,n
控,30.239039953237395,pos,1,v
能力,30.12349776429332,pos,2,n
消费,30.10095415414881,pos,2,vn
掐死,30.066470432058463,pos,2,v
规模,30.06365563843908,pos,2,n
及,29.992429015535443,pos,1,c
地方,29.939863362989232,pos,2,n
基础,29.901443463359563,pos,2,n
正常,29.879396161867632,pos,2,d
考核,29.862642332410932,pos,2,vn
全,29.845129142644346,pos,1,a
那么,29.839666097101777,pos,2,r
使,29.71267137236753,pos,1,v
营造,29.69745138211622,pos,2,vn
配方,29.636419836793493,pos,2,n
终结,29.603538242675306,pos,2,v
经济,29.5550845511858,pos,2,n
协调,29.512934020116166,pos,2,v
公共,29.486245616018614,pos,2,b
长治久安,29.469682495940518,pos,4,l
战斗力,29.433613241232994,pos,3,n
事,29.380345264192556,pos,1,n
已然,29.360785394180063,pos,2,d
政策,29.34277847644691,pos,2,n
广大,29.201602580381916,pos,2,a
增强,29.188044852788423,pos,2,v
生态环境,29.143220895692586,pos,4,l
观念,29.114599804043564,pos,2,n
建设,29.096846250923264,pos,2,vn
人行道,28.942608539541638,pos,3,n
时间,28.91766346526786,pos,2,n
影响,28.902279586266992,pos,2,vn
要,28.858883209440748,pos,1,v
特色,28.661149604673298,pos,2,n
关注,28.50797365413152,pos,2,v
保养,28.47446554645976,pos,2,v
更好,28.46892027766912,pos,2,d
政治,28.16515685579484,pos,2,n
基金,28.071369422571433,pos,2,n
如果,28.005214145007635,pos,2,c
保护,27.96973214148344,pos,2,v
三废,27.939710631995403,pos,2,n
宏观,27.907067426737157,pos,2,n
支柱,27.90111816040597,pos,2,n
农业,27.877451878369833,pos,2,n
无,27.870906697363413,pos,1,v
人,27.862239605449652,pos,1,n
请愿,27.82552818248009,pos,2,v
决定,27.729893510400977,pos,2,v
安排,27.728705940362985,pos,2,v
还要,27.702537760445093,pos,2,c
手册,27.68379781459077,pos,2,n
前提,27.680116313085957,pos,2,n
占,27.639512047373465,pos,1,v
资金,27.623356380564758,pos,2,n
节奏,27.622111783477706,pos,2,n
体制改革,27.60860949980647,pos,4,l
好,27.527931395828826,pos,1,a
意识形态,27.483538466564674,pos,4,l
而是,27.471385674314124,pos,2,c
金融市场,27.402568300081978,pos,4,n
贬值,27.39090538255639,pos,2,v
注意,27.386255099713765,pos,2,v
职责,27.379775542777168,pos,2,n
日常,27.19732734677507,pos,2,d
效率,26.990791231727947,pos,2,n
行驶,26.883904589082125,pos,2,v
总是,26.861257708952085,pos,2,c
战略,26.827796360508543,pos,2,n
开放,26.80530172272146,pos,2,v
政绩观,26.716825529004417,pos,3,n
比重,26.709183587753728,pos,2,n
强化,26.66117507441018,pos,2,v
生命,26.598876290480856,pos,2,vn
人民,26.591342357346306,pos,2,n
朋友,26.516564190284395,pos,2,n
变,26.383200382024214,pos,1,v
牢牢,26.36068171877914,pos,2,d
绿洲,26.2997574944982,pos,2,n
贯彻落实,26.253362510617677,pos,4,i
明显,26.245259418815593,pos,2,a
